name,address,timings,coordinates,phone number
Hemadri Paints,Plot No: Mig-1b-10 D.No:3-30 Beside Sbh Sector-6 Mvp Colony,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",9848354813
Sri Sai Electricals Hardware & Pain,Dno.8-6-16 Main Road China Waltair,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",9392097652
Siva Krishna Enterprises,Plot No: 14 D. No : 2-30-19 M V P Colony Sector - Vii Opp Sbh,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",NULL
Sri Srinivasa Paints & Sanitary,8-6-43/1 Peddawaltair Junction Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",9440763230
Swathi Paints,54-1-14/1 Isukathota Main Road,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",9966875222
M/s Varnika Paint Shoppe,D. No: 8-1-86/12 Annaporna Complex Pedawaltair,Opens 09:00 AM - Closes 21:00 PM,"17.736584,83.3388609999999",NULL
M/s Balajee Enterprises,38-30-264/23n.H.-5 Road Hussain Nagar Marripalem,Opens 09:00 AM - Closes 21:00 PM,"17.741166,83.2572909999999",NULL
Sri Venkateswara Stores,D No : 38-40-88 Main Road Marripalem,Opens 09:00 AM - Closes 21:00 PM,"17.741166,83.2572909999999",9133273393
Balajee Electrical & Hardware,Dr.No.39-10-41 Madhavadhara Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9666975038
Gayatri Enterprises,36-95-18 Kapparada Kancherapalem,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9866202002
Builders Mart,37 - 10 - 127/2 Shop No 1 Ayyappanagar Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9705333311
M/s Siva Hanuman Stores,31-10-100/1 Ayyappanagar Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9505290277
Sri Sai Lakshmi Hardware Electrica,D.No: 37-12-75/1 P.R. Gardens P.R. Gardens Nggos Colony,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9700776415
S D Enterprises,Ayyappa Nagar 37-10-115 Murali Nagar East,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",8499937778
Sri Sai Durga Traders,58-1-219 Main Road Karasa,Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9866410396
Bhaskara H/w Elec & Paints,39-26-43 Rajeev Nagar Punjab Hotel Junction (Nh 5),Opens 09:00 AM - Closes 21:00 PM,"17.74885,83.2666569999999",9985446436
Sree Subhams Enterprises,129/1 Peda Gadili Visakhapatnam Viskahpatnam,Opens 09:00 AM - Closes 21:00 PM,"17.761365,83.288059",9849033855
M/s Sai Manikanta H.welectlpaints,14-329sector-3 Nehru Nagar Arilova,Opens 09:00 AM - Closes 21:00 PM,"17.761365,83.288059",9948313146
Sri Mahalakshmi Paints & Sanitary W,68a 6/2/1 B Nad Colony Krishnarayapuram,Opens 09:00 AM - Closes 21:00 PM,"17.724186,83.2345409999999",9440344215
Manikanta Enterprises H/w & Elec,Marripalem Bus Stop Main Road Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.724186,83.2345409999999",9885970737
M/s Siva Sai Paints & Hardware,D.No.26/8/7/A Kanathi Road Near Jaggu Centre Chinnagantyada,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9885212447
Niharika Enterprises,D.No.7-12-13 Pantulugarimeda Beside Church Old Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9848375256
Rani Paints & Hardware,10-8-61 Near Bus Stop Main Road New Gajuwaka Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9666333389
Eswar Enterprises,22 115 1/28shop No.3beside Petrol B C Road Pedagantyada,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9985931577
Devi Hardwares & Paints,Paints And H W Main Road Gajuvaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",7842178842
Nova Nireekshana Paints And Hardwar,10 9 31 Main Road Near New Gajuwaka Bus Stop Ludhia Plaza Complex,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9985465618
Sri Naidu Steels & Cement Stores,Dr.No:13-1-131 Opp. Mohan Sweet Stall Old Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",NULL
M/s Rahinoor Paints And Hardware,6-60-80/3 Chinnagantyada Old Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9652831958
Madhuri Paints & Hardware,D.No.11-34-55 Azeemabad Kanithi Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9848188592
Chandana Paints,D.No.8 4 60 3rd Shop Behind Sidda Chicken Centre Ashoknagar Old Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9290525805
Prasanthi Paints & Chemicals,Sri Kanya Shopping Complex Main Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9912349203
Sree Rama Paints And Hardware,7-13-30 Nh-5 Old Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9849755806
Sindhoor Enterprises,D.No.24 112 19/1 Jaggu Junction Kanathi Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9700382828
Syamala Hardware And Paints,9/2/51 High School Road Gajuwaka Visakhapatnam Ap-530026,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",8019521156
Sree Seetha Rama Paints & Hardware,26-27-15chaitanyanagar Kanithi Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9701649248
Rajeswari Paints And Hardware,10-10-24 Main Road Main Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",NULL
Parameswari Paints And Hardware,Nh 5 Road Old Gajuwaka Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",9989088399
Rajeswari Electricals Hardware & Pa,31-16-10/2 Chaitanyanagar Duvvada Street,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",NULL
M/s Nireekshana Paints And Hardware,10-2-26 New Gajuwaka Bus Stop Main Road Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685075,83.2104429999999",NULL
M/s Ramesh Paints And Hardware,6-66/1 Lankalpalem Paravada,Opens 09:00 AM - Closes 21:00 PM,"17.699151,83.1916939999999",9866265926
Sri Venkataramana Enterprises,Dr.No: 32-4-56 Nathayyapalem Near Icici Bank Atm,Opens 09:00 AM - Closes 21:00 PM,"17.699151,83.1916939999999",9866365198
Sri Krishna Paints,1-8-30 Opp To Csr Function Hall Main Road Akkireddypalem,Opens 09:00 AM - Closes 21:00 PM,"17.699151,83.1916939999999",9246677497
Suraj Vimal Enterprises,32 8 5 Sheelanagar Gajuwaka Visakhapatnam Ap- 530012,Opens 09:00 AM - Closes 21:00 PM,"17.699151,83.1916939999999",9441476890
Sree Rama Paints And Hardware,9-45/2/2 Near Gopalapatnam Petrol Bunk Simhachalam Road,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9440663343
A B C Enterprises,4 262. Ravindranagar Gopalpatnam Visakhapatnam Andhra Paradesh 530027,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9247888699
Sri Ram Colour Bank,58-1-290/1/1 Buchiraju Palem Nad Kotha Road,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9494191399
Laxmi Enterprises,Door No 10-149 Main Road Gopalapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9885053826
Sri Venkatabhavani Paint Stores,D.No : 8-323 Near Petrol Bunk Main Road Gopalapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9866637930
M/s Sri Durgeswara Enterprises,D.No : 17-107 Main Road Prahaladapuram Simhachalam Road,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9618853618
Sri Vinayaka Paints & Hardware,17-32beside Bustop Prahalladapuram Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",8978273412
Aadhishakti Enterprises,D.No.6-64/1opp Karur Vysya Bank Main Road Gopalapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9441142075
Sri Lakshmi Narsimha Paints,5-152 Main Road Gopalapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9290442251
S N Enterprises,Shop No 2 Satya Dwaraka Complex Prasanthi Nagar Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.746637,83.202408",9700665313
Aditya Enterprises,19-23-22 R.H.Colony R.H.Colony Pedagantyada,Opens 09:00 AM - Closes 21:00 PM,"17.658116,83.197051",9100227857
Sri Ganesh Traders,Door No.54-1-19a Isukathota Opp. Petrol Bunk,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9949156143
Ravi Traders,Door No 1-166 Main Road Vepagunta,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9885298007
Chaitanya Enterprises,Near Pepsi Bottling Opp Jaathara Park Pothina Mallayya Palem,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9908555557
Sreeja Paints World,18-72/1 Ground Floor 2/2 Madhurawada Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9849099907
Dharani Paints And Hardware,Door No:4-22/6 Shop No:3&4 Opp. Sai Priya Gardens Chandrampal Madhurawada Visakhapatnamandhra P,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9848243063
Prakash Hardware & Paints,Main Road Near Bus Stand Srungavarapukota,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9866291691
Sai Lakshmi Enterprises,Shop No.2 Aca-Vdca Cricket Stadium Madhurawada,Opens 09:00 AM - Closes 21:00 PM,"17.807831,83.354895",9885311421
S D Enterprises,3-131/1 Sujathanagar Chinamushidiwada,Opens 09:00 AM - Closes 21:00 PM,"17.7910949,83.2104425999999",9966055599
Theegela Traders,1 166 Opp Sbi Main Road Vepagunta,Opens 09:00 AM - Closes 21:00 PM,"17.781236,83.1809779999999",9885298007
Bhavyasree Agencies,2 165 Paidimamba Colony Vepagunta,Opens 09:00 AM - Closes 21:00 PM,"17.781236,83.1809779999999",9885696332
Vakada Rajya Lakshmi,D.No.3-1-76 Jabili Hills Vsgh Road Aganampudi,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",9246613544
Radhika Paints And Hardware,31-27-63/3 Duvada Station Road Kurmannapalem Opp Anapurna Theatre,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",NULL
Sri Srinivasa Paints & Hardware,2 10/1 Main Road Aganampudi Visakhapatnam Ap- 530046,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",9885383511
Indhu Plaza,30-47-8n Near E-Seva Vadlapudi Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",8886563252
K.s.r &co,31-25-60 Duvvada Railway Station Rd Kurmanapalem,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",9246617262
Blessy Paints & Hardware Traders,D.No.31-37-26 Kurmannapalem Kurmannapalem Gajuwaka,Opens 09:00 AM - Closes 21:00 PM,"17.685887,83.148819",9295858561
Aneela Enterprises,11/79vasundhara Complex Ayyappa Nagar Roadmadhurawada Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.829632,83.389622",9581899839
Nk Enterprises,1/59/10 First Floor Sri Sai Nilayamtarakaramanagar Madhurawadavisakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.829632,83.389622",9985528284
Subramanyeswara Paints Plumbing&har,Shop No 8 Co Op Society Building Nh5 Madhurawada Visakhapatnam-530048,Opens 09:00 AM - Closes 21:00 PM,"17.829632,83.389622",9985991666
Sri Surya Hardware And Electricals,4-44/1 Sri Vasavi Complex Pendurthi,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",9966282224
M J R Enterprises,1-214/8/2 Main Road Opp Indian Ba Sujatanagar Visakhapatnam A.P 531173,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",9533613344
National Enterprises,6-126 Main Road Pendurthi,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",8885631081
Pavan Traders,1-195 A Main Road Vepagunta Gopalapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",9642578877
Sri Lakshmi Steel & Cement,D.No: 1-120 Main Road Chinamusidivada,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",9030494745
Sre Madhu Paintings,6 2/1 Nad Colony Plot No 68a Krishnarayapuram Visakhapatnam 531173,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",7386235612
Sree Enterprises,Near Railway Station Pendurthi Visakhapatnam,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",NULL
Mahalakshmi Enterprises,Near Bajaj Showroom Lic Building Main Road Pendurthi,Opens 09:00 AM - Closes 21:00 PM,"17.8609809999999,83.272008",9494374461
M R Paints,1/43/28/1 1st Floor Arts College Palakonda Road,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9100015211
M/s Sree Chandana Enterprises,D No 12-4-17 Beside Canara Bank G T Road,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9246631944
Sri Vijayadurga Enterprises,21/43 Maruthi Nagar Jn Narasanapeta Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9494781638
Magatapalli Haribabu & Sons,8/2/68 Chowk Bazar Chinna Bazar Srikakulam 532001,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9440955348
Sri Vasavi Enterprises,Dr.No: 3-255 Main Road Ramabhadrapuram,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9440705867
Surya Enterprises,Opp Surya Mahal Opp Surya Mahal Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9848302586
Venkateswara Paints And Hardware,12 13 52/1 Gt Road Opp: Murthy Petrol Bunk Srikakulam- 532001 Ap,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",8522981827
Aditya Enterprises,6-1-39 Palakonda Road Old Bommanna,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9866144122
Sri Lalitha Enterprises,Ramalakshamana Junction Srikakulam Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9490049300
Vigneswara Enterprises,T S No 452 Part Opposite Diamond P Beside Satya Sai Temple / New Colon Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",7993525566
Sri Surya Syndicate,Palakonda Road Palakonda Road Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",NULL
M . Haribabu &sons,Chowk Bazar Magadpally Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9440955348
Sri Venkata Bhadrakali Enterprises,Shop No:1/1/118 Balaga Hospital Jn Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9014097751
Vaishnavi Enterprises,8-4-26 Ground Floor Opposite Electricity Office,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9848479971
Sai Teja Enterprises,D No - 105-01d Bavaji Nagar Opp Bharati Itc Balaga Srikakulam,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9908876387
Sri Lakshmibhavani Enterprises,6/1/16/1/2 Palakondaroad Near Krishnapark,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9866621916
Sri Sai Saptagiri Enterprises,Shop No:11-5-58 Old Bus Stand Near Municipal Offic Kalinga Road Srikakulam-532001 Ap,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9581964326
Sri Bhavani Enterprises,80 Feet Road Narayanamma Mill Junction Arasavalli,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9989879800
Gayathri Enterprises,7-4-6 Opp Surya Mahal G.T. Road,Opens 09:00 AM - Closes 21:00 PM,"18.2890869999999,83.9056",9949621123
M/s Sri Lakshmi Narasimha Enterpris,Old Bridge Road G.T.Road Pn.Colon Srikakulam 532005,Opens 09:00 AM - Closes 21:00 PM,"18.27626,83.8738079999999",9290622235
Devi Enterprises,# 2 255/1 Near Simhadwaram Etchrla Mandal,Opens 09:00 AM - Closes 21:00 PM,"18.2684807,83.8154791",9000014849
Sai Siva Traders,5-35 Nh Road Kinthali Mill Etcharla Mandal Srikakulam 532402,Opens 09:00 AM - Closes 21:00 PM,"18.339358,83.8154789999999",9505197090
Sri Kameswara Enterprises,D.No.8-3-105 Main Road Near Andhra Bank,Opens 09:00 AM - Closes 21:00 PM,"18.412306,83.879107",9666288363
Sri Lakshmi Ganapathi Enterprises,8/1/110 Main Road Near Bank Of India Amadalavalasa Srikakulam District Ap-532185,Opens 09:00 AM - Closes 21:00 PM,"18.412306,83.879107",9494207468
Sri Lakshmi Narasimha Swamy Enterpr,3/21 Garikipalam Jr Puram Ransthalam Srikakulamap-532403,Opens 09:00 AM - Closes 21:00 PM,"18.219867,83.773024",9949820117
M/s Alankar Play Woods,Rtc Complex Road Msn Complex Ponduru,Opens 09:00 AM - Closes 21:00 PM,"18.397399,83.78364",9441310258
Sri Sai Plywood & Iron,8-125/A Jayalaxmi Complex Jayalaxmi Complex New Bustand,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",NULL
Mahesh Traders,Jayalakshmi Complex Main Road Narasannapeta Srikakulam Dist,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",9441914901
Kameswari Hardware & Paints,Kameswari Complex Main Road Near Sri Laxmi Theatre,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",9440112748
Ramu Plwood & Hardware,23/280 Old Bus Stand New Koviliveedhi Narsannapeta Srikakulam Andhra Pradesh,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",9177034113
Mohan Hardware & Iron,Jogipeta Near Sbh Narasannapeta,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",9394346519
Ranga Enterprises,D No 8-129 Jayalaxmi Complex Main Road,Opens 09:00 AM - Closes 21:00 PM,"18.4055229999999,84.037889",9246631944
Sri Venkata Santhosh Traders,113/1 Mainroad Chilakapalem Etcherla Mandalam Srikakulam Dist Ap-532127,Opens 09:00 AM - Closes 21:00 PM,"18.475545,83.6454829999999",9573577109
Surya Agencies,5/127 Settyvari Street Rajam,Opens 09:00 AM - Closes 21:00 PM,"18.475545,83.6454829999999",9032607065
S.k.p Stores,D.No:5-29srikakulam Road Srikakulam Road Opp Lic Building,Opens 09:00 AM - Closes 21:00 PM,"18.475545,83.6454829999999",9440280007
Om Sri Vinayaka Traders,5-625-63 Honjaram Road Garikipadu,Opens 09:00 AM - Closes 21:00 PM,"18.455438,83.7517849999999",9440955024
Sri Sita Rama Stores,2-42/2 Main Road Terlam Mandal Vizianagaram,Opens 09:00 AM - Closes 21:00 PM,"18.49558,83.539",9949353266
Sri Sainadh Agencies,14-168 R T C Complex Road Palakonda,Opens 09:00 AM - Closes 21:00 PM,"18.537817,83.741163",NULL
S.v.s.balaji Traders,4-478 Mainroad Palakonda,Opens 09:00 AM - Closes 21:00 PM,"18.537817,83.741163",9441943893
Skd Enterprises,6/193 Ballanki Street Main Road Palakonda Srikakulam - 532440,Opens 09:00 AM - Closes 21:00 PM,"18.537817,83.741163",9440456550
Sri Vamsi Enterprises,1/3 Mainroad Undavarimetta Srikakulamdistrict,Opens 09:00 AM - Closes 21:00 PM,"18.537817,83.741163",9989364670
Sri Santosh Durga Electricals &,Electronics Post Office Road Palakonda,Opens 09:00 AM - Closes 21:00 PM,"18.537817,83.741163",NULL
Sri Sai General Stores,D.No.1059 Main Road Balijipeta,Opens 09:00 AM - Closes 21:00 PM,"18.577929,83.5283419999999",9441871005
Monika Paints,"13/138 Kothaveedhi Main Road ""Garbham Kothaveedhi Vizianagaram"" Andhra Pradesh 535102",Opens 09:00 AM - Closes 21:00 PM,"18.398892,83.475024",9502596959
Sri Naga Vinayaka Paints,Near Kotha Vanthena Near Kotha Vanthena Main Road Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9490733633
Sri Vijaya Durga Paints,Door No. 7a-9-14/1 Beside Kanaka Durga Cut Pieces Cent Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9985242426
Sri Rama Paints & General Stores,Birla Bhavan Centre Main Bazar Eluru - 534 001,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9912147907
Sree Datta Paints,3a/1/4/1 Near Clock Tower Opp E Seva Kundi Centre Main Bazar Eluru West Godavari,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9885546699
Sri Radhakrishna Iron & H/w Stores,# 8-3-4/1 Mulpuri Rangaiah Street Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9848338427
K. S. N. Enterprises,Paints Merchants New Building Sri Venkata Seshayya Complex Lakshmi Talkies Centre,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",NULL
Devi Paints,D.No:5-544 Birla Bhavan Centre Main Road Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9912147907
Sree Venkatramana Paint Stores,Paint Merchants Main Bazar Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9642155999
Sairam Paints & General Stores,5-544 Birla Bhavan Centre Main Bazar Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9912147907
Mahalakshmi Paint Stores,D No 7a-9-2 Kotha Road Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9848031732
Sri Vasavi Pts.& Generals,Near:Uco Bank Powerpeta Venkatrama Power Press Road Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.69425,81.111333",9441027283
Sri Dhana Lakshmi Paints,23b/4/10/1 Subbamma Devi School Ramachandra Rao Pet Eluru West Godavari,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",7207240997
Two Thousand Things,24b/11/13/1 Near Ashok Nagar Bridge Pathebad Eluru West Godavari,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",7075955555
Ratna Paints & Hardware,Opp. Trinadh Cloth Stores R.R.Pet Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",9848568896
Nirmala Paints & Generals,Chinta Chettu Centre Chinta Chettu Centre R. R. Pet Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",9848029321
Basha Paints,K.S.R.Thota Sanivarapu Peta Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",9848348424
Sri Sitaram Paints & Generals,Near Head Post Office E L U R U - 534 001 West Godavari Dist,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",NULL
Surya Paints And Hardware,20c/4/36 Pilla Narayanarao Gari S Powerpet Eluru West Godavari District,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",9177472014
Lakshmi Srinivasa Electrical And Pa,22c-10-30 Shop No:12 3rd Floor Badeti Vari Street Opp Power Pet Eluru,Opens 09:00 AM - Closes 21:00 PM,"16.661052,81.086504",8498887222
